user_id,path,channels,timestamps,conversion,revenue,persona,geo
user_10008,Influencer Networks > Instagram > Instagram > Influencer Networks > Instagram > Google Search > Influencer Networks > Programmatic Display > Instagram,"['Influencer Networks', 'Instagram', 'Instagram', 'Influencer Networks', 'Instagram', 'Google Search', 'Influencer Networks', 'Programmatic Display', 'Instagram']","['2023-02-26T23:12:53', '2023-03-02T01:12:53', '2023-03-04T04:12:53', '2023-03-06T02:12:53', '2023-03-07T05:12:53', '2023-03-08T02:12:53', '2023-03-08T09:12:53', '2023-03-08T12:12:53', '2023-03-08T22:12:53']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_10009,Google Search > Google Search > Google Search > Google Search > Instagram > Google Search > Google Search > Google Search > Influencer Networks,"['Google Search', 'Google Search', 'Google Search', 'Google Search', 'Instagram', 'Google Search', 'Google Search', 'Google Search', 'Influencer Networks']","['2023-03-23T00:53:32', '2023-03-26T11:53:32', '2023-03-28T12:53:32', '2023-03-30T17:53:32', '2023-03-31T22:53:32', '2023-04-02T07:53:32', '2023-04-03T06:53:32', '2023-04-04T05:53:32', '2023-04-04T11:53:32']",0,0.0,Budget Parents,Tier-3 Cities
user_1001,Google Search > YouTube > E-commerce Marketplaces > E-commerce Marketplaces > E-commerce Marketplaces,"['Google Search', 'YouTube', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'E-commerce Marketplaces']","['2023-07-22T19:32:48', '2023-07-25T14:32:48', '2023-07-28T08:32:48', '2023-07-30T03:32:48', '2023-08-01T00:32:48']",0,0.0,Budget Parents,International
user_10010,Google Search > Programmatic Display > Instagram,"['Google Search', 'Programmatic Display', 'Instagram']","['2023-02-14T07:09:25', '2023-02-17T18:09:25', '2023-02-20T11:09:25']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_10011,YouTube,['YouTube'],['2023-09-18T08:40:08'],0,0.0,Impulse Buyers,Tier-2 Cities
user_10012,E-commerce Marketplaces > E-commerce Marketplaces > Google Search > Instagram > Google Search > Influencer Networks,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search', 'Instagram', 'Google Search', 'Influencer Networks']","['2023-05-17T14:16:35', '2023-05-20T08:16:35', '2023-05-22T17:16:35', '2023-05-24T07:16:35', '2023-05-25T15:16:35', '2023-05-26T08:16:35']",0,0.0,Budget Parents,Tier-2 Cities
user_10013,E-commerce Marketplaces > Influencer Networks > Instagram > Instagram > Instagram > TikTok,"['E-commerce Marketplaces', 'Influencer Networks', 'Instagram', 'Instagram', 'Instagram', 'TikTok']","['2023-05-01T13:53:07', '2023-05-04T03:53:07', '2023-05-06T10:53:07', '2023-05-07T23:53:07', '2023-05-09T18:53:07', '2023-05-11T02:53:07']",0,0.0,Impulse Buyers,International
user_10014,Influencer Networks > Influencer Networks > Influencer Networks > Google Search > YouTube,"['Influencer Networks', 'Influencer Networks', 'Influencer Networks', 'Google Search', 'YouTube']","['2023-06-20T19:59:50', '2023-06-24T02:59:50', '2023-06-26T18:59:50', '2023-06-29T03:59:50', '2023-06-30T06:59:50']",1,3334.42,Gen-Z Trend Seekers,Tier-2 Cities
user_10016,Instagram > Influencer Networks > Google Search,"['Instagram', 'Influencer Networks', 'Google Search']","['2023-04-03T02:01:04', '2023-04-05T23:01:04', '2023-04-08T00:01:04']",0,0.0,Premium Fitness Users,Tier-2 Cities
user_10017,Influencer Networks > E-commerce Marketplaces,"['Influencer Networks', 'E-commerce Marketplaces']","['2023-08-04T22:01:58', '2023-08-07T18:01:58']",0,0.0,Budget Parents,Tier-1 Cities
user_10018,Google Search > E-commerce Marketplaces > E-commerce Marketplaces > E-commerce Marketplaces > Google Search > Google Search > Instagram > E-commerce Marketplaces,"['Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search', 'Google Search', 'Instagram', 'E-commerce Marketplaces']","['2023-08-23T00:57:20', '2023-08-26T01:57:20', '2023-08-28T23:57:20', '2023-08-30T17:57:20', '2023-09-01T02:57:20', '2023-09-01T16:57:20', '2023-09-02T08:57:20', '2023-09-02T15:57:20']",0,0.0,Budget Parents,Tier-3 Cities
user_10019,Instagram > Instagram > TikTok > Programmatic Display > Instagram > Instagram > TikTok,"['Instagram', 'Instagram', 'TikTok', 'Programmatic Display', 'Instagram', 'Instagram', 'TikTok']","['2023-08-24T04:49:55', '2023-08-26T23:49:55', '2023-08-29T01:49:55', '2023-08-31T02:49:55', '2023-09-01T23:49:55', '2023-09-02T22:49:55', '2023-09-02T23:49:55']",0,0.0,Impulse Buyers,Tier-1 Cities
user_1002,Instagram > TikTok > Instagram > TikTok > TikTok > Google Search,"['Instagram', 'TikTok', 'Instagram', 'TikTok', 'TikTok', 'Google Search']","['2023-11-30T17:31:58', '2023-12-03T14:31:58', '2023-12-06T13:31:58', '2023-12-08T02:31:58', '2023-12-09T05:31:58', '2023-12-09T22:31:58']",1,1857.34,Impulse Buyers,Tier-2 Cities
user_10020,TikTok > TikTok > Programmatic Display > TikTok > Instagram > TikTok,"['TikTok', 'TikTok', 'Programmatic Display', 'TikTok', 'Instagram', 'TikTok']","['2023-09-19T09:04:20', '2023-09-22T17:04:20', '2023-09-25T14:04:20', '2023-09-27T22:04:20', '2023-09-28T23:04:20', '2023-09-29T12:04:20']",1,1657.7,Impulse Buyers,International
user_10021,Google Search > Google Search > TikTok > YouTube > YouTube > E-commerce Marketplaces > E-commerce Marketplaces > Programmatic Display > Google Search > TikTok > Influencer Networks > Programmatic Display > Google Search > E-commerce Marketplaces > Programmatic Display > YouTube > YouTube > Influencer Networks > Google Search > E-commerce Marketplaces > Programmatic Display > Instagram > TikTok > Influencer Networks > Instagram > Instagram > YouTube > Instagram > Programmatic Display > Google Search > TikTok > Influencer Networks > Influencer Networks > Programmatic Display > TikTok > YouTube > TikTok > Influencer Networks > E-commerce Marketplaces > TikTok > Instagram > Influencer Networks > YouTube > TikTok > TikTok > YouTube,"['Google Search', 'Google Search', 'TikTok', 'YouTube', 'YouTube', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'Programmatic Display', 'Google Search', 'TikTok', 'Influencer Networks', 'Programmatic Display', 'Google Search', 'E-commerce Marketplaces', 'Programmatic Display', 'YouTube', 'YouTube', 'Influencer Networks', 'Google Search', 'E-commerce Marketplaces', 'Programmatic Display', 'Instagram', 'TikTok', 'Influencer Networks', 'Instagram', 'Instagram', 'YouTube', 'Instagram', 'Programmatic Display', 'Google Search', 'TikTok', 'Influencer Networks', 'Influencer Networks', 'Programmatic Display', 'TikTok', 'YouTube', 'TikTok', 'Influencer Networks', 'E-commerce Marketplaces', 'TikTok', 'Instagram', 'Influencer Networks', 'YouTube', 'TikTok', 'TikTok', 'YouTube']","['2023-12-17T04:30:30.021807', '2023-12-17T04:30:30.264335', '2023-12-17T04:30:30.467669', '2023-12-17T04:30:30.655603', '2023-12-17T04:30:30.823465', '2023-12-17T04:30:31.004893', '2023-12-17T04:30:31.292572', '2023-12-17T04:30:31.433570', '2023-12-17T04:30:31.694365', '2023-12-17T04:30:31.878415', '2023-12-17T04:30:32.031928', '2023-12-17T04:30:32.211972', '2023-12-17T04:30:32.412862', '2023-12-17T04:30:32.677762', '2023-12-17T04:30:32.810428', '2023-12-17T04:30:33.092080', '2023-12-17T04:30:33.266749', '2023-12-17T04:30:33.428600', '2023-12-17T04:30:33.613305', '2023-12-17T04:30:33.898792', '2023-12-17T04:30:34.023249', '2023-12-17T04:30:34.202710', '2023-12-17T04:30:34.475192', '2023-12-17T04:30:34.648470', '2023-12-17T04:30:34.854488', '2023-12-17T04:30:35.072882', '2023-12-17T04:30:35.297666', '2023-12-17T04:30:35.427207', '2023-12-17T04:30:35.674961', '2023-12-17T04:30:35.803107', '2023-12-17T04:30:36.076128', '2023-12-17T04:30:36.267081', '2023-12-17T04:30:36.464618', '2023-12-17T04:30:36.644852', '2023-12-17T04:30:36.858183', '2023-12-17T04:30:37.001450', '2023-12-17T04:30:37.226707', '2023-12-17T04:30:37.488785', '2023-12-17T04:30:37.646225', '2023-12-17T04:30:37.898223', '2023-12-17T04:30:38.072655', '2023-12-17T04:30:38.294205', '2023-12-17T04:30:38.490339', '2023-12-17T04:30:38.688510', '2023-12-17T04:30:38.824716', '2023-12-17T04:30:39.036145']",0,0.0,Unknown,Tier-3 Cities
user_10022,Influencer Networks > Influencer Networks > Influencer Networks > Instagram > TikTok > YouTube,"['Influencer Networks', 'Influencer Networks', 'Influencer Networks', 'Instagram', 'TikTok', 'YouTube']","['2023-07-26T21:49:14', '2023-07-29T22:49:14', '2023-08-01T11:49:14', '2023-08-03T17:49:14', '2023-08-05T12:49:14', '2023-08-06T04:49:14']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_10023,Influencer Networks > Influencer Networks > Instagram > Instagram > Google Search,"['Influencer Networks', 'Influencer Networks', 'Instagram', 'Instagram', 'Google Search']","['2023-04-01T12:55:16', '2023-04-04T23:55:16', '2023-04-07T19:55:16', '2023-04-09T17:55:16', '2023-04-11T10:55:16']",1,5328.89,Gen-Z Trend Seekers,International
user_10024,Instagram > TikTok > Influencer Networks > Influencer Networks > TikTok > Instagram,"['Instagram', 'TikTok', 'Influencer Networks', 'Influencer Networks', 'TikTok', 'Instagram']","['2023-09-26T16:26:34', '2023-09-29T13:26:34', '2023-10-01T23:26:34', '2023-10-04T04:26:34', '2023-10-05T08:26:34', '2023-10-06T15:26:34']",0,0.0,Gen-Z Trend Seekers,International
user_10025,TikTok > Instagram > YouTube > Instagram > TikTok > Influencer Networks > Instagram > Instagram,"['TikTok', 'Instagram', 'YouTube', 'Instagram', 'TikTok', 'Influencer Networks', 'Instagram', 'Instagram']","['2023-06-23T03:24:11', '2023-06-26T09:24:11', '2023-06-29T04:24:11', '2023-06-30T18:24:11', '2023-07-02T01:24:11', '2023-07-02T17:24:11', '2023-07-03T14:24:11', '2023-07-04T06:24:11']",1,3315.64,Gen-Z Trend Seekers,International
user_10026,Instagram > Influencer Networks > Instagram > TikTok > Influencer Networks > TikTok > Influencer Networks,"['Instagram', 'Influencer Networks', 'Instagram', 'TikTok', 'Influencer Networks', 'TikTok', 'Influencer Networks']","['2023-04-10T00:50:05', '2023-04-13T05:50:05', '2023-04-15T11:50:05', '2023-04-17T12:50:05', '2023-04-19T10:50:05', '2023-04-20T20:50:05', '2023-04-21T07:50:05']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_10027,TikTok,['TikTok'],['2023-06-20T17:26:49'],0,0.0,Gen-Z Trend Seekers,International
user_10028,Google Search > E-commerce Marketplaces > E-commerce Marketplaces > Programmatic Display > Google Search > Google Search > E-commerce Marketplaces > Google Search > Google Search,"['Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'Programmatic Display', 'Google Search', 'Google Search', 'E-commerce Marketplaces', 'Google Search', 'Google Search']","['2023-10-09T21:23:35', '2023-10-12T15:23:35', '2023-10-15T10:23:35', '2023-10-17T04:23:35', '2023-10-18T06:23:35', '2023-10-19T15:23:35', '2023-10-20T03:23:35', '2023-10-20T20:23:35', '2023-10-20T21:23:35']",0,0.0,Budget Parents,Tier-3 Cities
user_10029,Instagram > TikTok > Instagram > Instagram,"['Instagram', 'TikTok', 'Instagram', 'Instagram']","['2023-08-19T21:42:31', '2023-08-22T20:42:31', '2023-08-25T00:42:31', '2023-08-26T16:42:31']",0,0.0,Impulse Buyers,Tier-1 Cities
user_1003,Influencer Networks,['Influencer Networks'],['2024-01-01T04:22:14'],0,0.0,Premium Fitness Users,International
user_10030,YouTube > Influencer Networks > Influencer Networks > TikTok,"['YouTube', 'Influencer Networks', 'Influencer Networks', 'TikTok']","['2023-12-30T05:22:22', '2024-01-02T13:22:22', '2024-01-05T07:22:22', '2024-01-07T14:22:22']",0,0.0,Premium Fitness Users,Tier-2 Cities
user_10031,Instagram > Instagram > E-commerce Marketplaces > Instagram > Instagram,"['Instagram', 'Instagram', 'E-commerce Marketplaces', 'Instagram', 'Instagram']","['2023-04-22T03:12:58', '2023-04-25T04:12:58', '2023-04-27T07:12:58', '2023-04-29T16:12:58', '2023-05-01T04:12:58']",0,0.0,Impulse Buyers,Tier-3 Cities
user_10032,Influencer Networks > TikTok > TikTok > E-commerce Marketplaces > TikTok,"['Influencer Networks', 'TikTok', 'TikTok', 'E-commerce Marketplaces', 'TikTok']","['2023-06-17T04:49:58', '2023-06-20T11:49:58', '2023-06-23T10:49:58', '2023-06-25T09:49:58', '2023-06-26T15:49:58']",0,0.0,Impulse Buyers,Tier-1 Cities
user_10033,TikTok > Influencer Networks > Influencer Networks > Instagram > TikTok > YouTube > E-commerce Marketplaces > Instagram > Programmatic Display,"['TikTok', 'Influencer Networks', 'Influencer Networks', 'Instagram', 'TikTok', 'YouTube', 'E-commerce Marketplaces', 'Instagram', 'Programmatic Display']","['2023-05-27T16:40:36', '2023-05-30T10:40:36', '2023-06-01T23:40:36', '2023-06-03T23:40:36', '2023-06-05T16:40:36', '2023-06-06T06:40:36', '2023-06-06T17:40:36', '2023-06-07T05:40:36', '2023-06-08T04:40:36']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_10034,TikTok > TikTok > Instagram,"['TikTok', 'TikTok', 'Instagram']","['2023-08-01T14:26:22', '2023-08-04T17:26:22', '2023-08-07T13:26:22']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_10035,Influencer Networks > Programmatic Display > Instagram,"['Influencer Networks', 'Programmatic Display', 'Instagram']","['2023-02-14T19:30:39', '2023-02-17T10:30:39', '2023-02-20T01:30:39']",0,0.0,Impulse Buyers,International
user_10038,Instagram > Influencer Networks > TikTok > Influencer Networks > Influencer Networks > Google Search > Instagram > YouTube,"['Instagram', 'Influencer Networks', 'TikTok', 'Influencer Networks', 'Influencer Networks', 'Google Search', 'Instagram', 'YouTube']","['2023-12-29T08:14:00', '2023-12-31T23:14:00', '2024-01-03T20:14:00', '2024-01-05T09:14:00', '2024-01-06T16:14:00', '2024-01-07T05:14:00', '2024-01-08T02:14:00', '2024-01-08T10:14:00']",0,0.0,Premium Fitness Users,Tier-2 Cities
user_10039,Programmatic Display > Instagram > Influencer Networks,"['Programmatic Display', 'Instagram', 'Influencer Networks']","['2024-01-02T02:43:17', '2024-01-05T02:43:17', '2024-01-07T19:43:17']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_1004,Google Search > Instagram,"['Google Search', 'Instagram']","['2023-12-03T12:00:29', '2023-12-06T02:00:29']",0,0.0,Impulse Buyers,International
user_10040,Instagram > Instagram > TikTok > Instagram > TikTok > Instagram > TikTok > Influencer Networks,"['Instagram', 'Instagram', 'TikTok', 'Instagram', 'TikTok', 'Instagram', 'TikTok', 'Influencer Networks']","['2023-08-05T13:17:43', '2023-08-08T13:17:43', '2023-08-10T16:17:43', '2023-08-12T10:17:43', '2023-08-13T22:17:43', '2023-08-15T03:17:43', '2023-08-15T13:17:43', '2023-08-15T23:17:43']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_10042,TikTok > YouTube > YouTube > E-commerce Marketplaces > Google Search > Instagram > YouTube > TikTok,"['TikTok', 'YouTube', 'YouTube', 'E-commerce Marketplaces', 'Google Search', 'Instagram', 'YouTube', 'TikTok']","['2023-12-21T05:50:15', '2023-12-23T19:50:15', '2023-12-26T15:50:15', '2023-12-28T23:50:15', '2023-12-30T00:50:15', '2023-12-31T06:50:15', '2023-12-31T17:50:15', '2023-12-31T18:50:15']",1,5650.43,Gen-Z Trend Seekers,International
user_10043,Influencer Networks > Instagram > TikTok > Instagram > Instagram > Google Search > E-commerce Marketplaces > Instagram,"['Influencer Networks', 'Instagram', 'TikTok', 'Instagram', 'Instagram', 'Google Search', 'E-commerce Marketplaces', 'Instagram']","['2023-09-06T23:57:59', '2023-09-10T09:57:59', '2023-09-12T12:57:59', '2023-09-14T11:57:59', '2023-09-16T05:57:59', '2023-09-17T09:57:59', '2023-09-18T07:57:59', '2023-09-18T22:57:59']",1,7707.53,Premium Fitness Users,Tier-3 Cities
user_10044,E-commerce Marketplaces > E-commerce Marketplaces > Google Search > YouTube > Google Search > Google Search > E-commerce Marketplaces > E-commerce Marketplaces,"['E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search', 'YouTube', 'Google Search', 'Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces']","['2023-02-06T23:04:51', '2023-02-09T16:04:51', '2023-02-12T00:04:51', '2023-02-13T18:04:51', '2023-02-15T06:04:51', '2023-02-16T15:04:51', '2023-02-17T12:04:51', '2023-02-18T08:04:51']",0,0.0,Budget Parents,Tier-3 Cities
user_10045,Influencer Networks > TikTok > TikTok > E-commerce Marketplaces,"['Influencer Networks', 'TikTok', 'TikTok', 'E-commerce Marketplaces']","['2023-02-18T13:48:11', '2023-02-21T18:48:11', '2023-02-24T07:48:11', '2023-02-26T10:48:11']",0,0.0,Impulse Buyers,Tier-1 Cities
user_10046,TikTok > Influencer Networks > Influencer Networks > TikTok > Instagram > Influencer Networks > TikTok > Influencer Networks > Instagram > Influencer Networks,"['TikTok', 'Influencer Networks', 'Influencer Networks', 'TikTok', 'Instagram', 'Influencer Networks', 'TikTok', 'Influencer Networks', 'Instagram', 'Influencer Networks']","['2023-03-27T17:38:16', '2023-03-30T14:38:16', '2023-04-02T10:38:16', '2023-04-04T18:38:16', '2023-04-06T04:38:16', '2023-04-07T03:38:16', '2023-04-07T05:38:16', '2023-04-07T22:38:16', '2023-04-08T21:38:16', '2023-04-09T19:38:16']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_10047,Programmatic Display > Google Search > Influencer Networks,"['Programmatic Display', 'Google Search', 'Influencer Networks']","['2023-05-17T17:12:07', '2023-05-21T02:12:07', '2023-05-23T14:12:07']",0,0.0,Budget Parents,Tier-1 Cities
user_10048,YouTube > TikTok > Instagram > TikTok > Instagram,"['YouTube', 'TikTok', 'Instagram', 'TikTok', 'Instagram']","['2023-04-06T08:58:18', '2023-04-09T18:58:18', '2023-04-12T06:58:18', '2023-04-14T14:58:18', '2023-04-15T18:58:18']",1,2239.21,Gen-Z Trend Seekers,Tier-2 Cities
user_10049,Google Search > E-commerce Marketplaces > Instagram > Google Search > E-commerce Marketplaces > Influencer Networks > E-commerce Marketplaces,"['Google Search', 'E-commerce Marketplaces', 'Instagram', 'Google Search', 'E-commerce Marketplaces', 'Influencer Networks', 'E-commerce Marketplaces']","['2023-08-21T10:51:09', '2023-08-24T21:51:09', '2023-08-27T06:51:09', '2023-08-29T00:51:09', '2023-08-30T19:51:09', '2023-08-31T10:51:09', '2023-09-01T00:51:09']",0,0.0,Budget Parents,Tier-1 Cities
user_1005,TikTok > YouTube > Programmatic Display > E-commerce Marketplaces > TikTok,"['TikTok', 'YouTube', 'Programmatic Display', 'E-commerce Marketplaces', 'TikTok']","['2023-12-24T09:31:27', '2023-12-27T00:31:27', '2023-12-29T18:31:27', '2024-01-01T03:31:27', '2024-01-02T14:31:27']",0,0.0,Gen-Z Trend Seekers,Tier-3 Cities
user_10051,TikTok > YouTube > TikTok,"['TikTok', 'YouTube', 'TikTok']","['2023-11-06T20:39:20', '2023-11-10T04:39:20', '2023-11-13T01:39:20']",0,0.0,Gen-Z Trend Seekers,Tier-2 Cities
user_10052,Instagram > TikTok > Google Search > Google Search > Instagram > Instagram > TikTok > TikTok,"['Instagram', 'TikTok', 'Google Search', 'Google Search', 'Instagram', 'Instagram', 'TikTok', 'TikTok']","['2023-07-31T12:14:34', '2023-08-03T17:14:34', '2023-08-06T13:14:34', '2023-08-08T11:14:34', '2023-08-09T13:14:34', '2023-08-10T18:14:34', '2023-08-10T22:14:34', '2023-08-11T08:14:34']",0,0.0,Impulse Buyers,International
user_10053,Programmatic Display > Influencer Networks > Instagram > Google Search,"['Programmatic Display', 'Influencer Networks', 'Instagram', 'Google Search']","['2023-01-20T16:45:27', '2023-01-23T17:45:27', '2023-01-26T06:45:27', '2023-01-28T14:45:27']",1,4853.37,Gen-Z Trend Seekers,Tier-2 Cities
user_10055,Instagram > Programmatic Display > Instagram > Instagram > TikTok > Programmatic Display > Instagram > Influencer Networks > Influencer Networks,"['Instagram', 'Programmatic Display', 'Instagram', 'Instagram', 'TikTok', 'Programmatic Display', 'Instagram', 'Influencer Networks', 'Influencer Networks']","['2023-07-31T07:37:21', '2023-08-03T14:37:21', '2023-08-06T05:37:21', '2023-08-08T05:37:21', '2023-08-09T13:37:21', '2023-08-10T13:37:21', '2023-08-11T03:37:21', '2023-08-11T21:37:21', '2023-08-12T12:37:21']",0,0.0,Gen-Z Trend Seekers,International
user_10056,YouTube > YouTube > Instagram > TikTok > Google Search > Programmatic Display > Instagram > YouTube > YouTube,"['YouTube', 'YouTube', 'Instagram', 'TikTok', 'Google Search', 'Programmatic Display', 'Instagram', 'YouTube', 'YouTube']","['2023-06-08T20:06:23', '2023-06-11T11:06:23', '2023-06-13T23:06:23', '2023-06-15T21:06:23', '2023-06-17T17:06:23', '2023-06-18T20:06:23', '2023-06-18T22:06:23', '2023-06-19T19:06:23', '2023-06-20T17:06:23']",0,0.0,Premium Fitness Users,Tier-2 Cities
user_10057,Instagram > Influencer Networks > YouTube > Influencer Networks > YouTube > Instagram,"['Instagram', 'Influencer Networks', 'YouTube', 'Influencer Networks', 'YouTube', 'Instagram']","['2023-07-20T07:48:58', '2023-07-23T18:48:58', '2023-07-26T13:48:58', '2023-07-28T07:48:58', '2023-07-29T18:48:58', '2023-07-30T22:48:58']",0,0.0,Premium Fitness Users,Tier-1 Cities
user_10058,Influencer Networks > Influencer Networks > Instagram > TikTok,"['Influencer Networks', 'Influencer Networks', 'Instagram', 'TikTok']","['2023-01-22T14:44:02', '2023-01-25T20:44:02', '2023-01-27T23:44:02', '2023-01-30T03:44:02']",0,0.0,Gen-Z Trend Seekers,Tier-1 Cities
user_10059,Google Search > E-commerce Marketplaces > E-commerce Marketplaces > Google Search > Google Search > E-commerce Marketplaces > Google Search > E-commerce Marketplaces > Instagram,"['Google Search', 'E-commerce Marketplaces', 'E-commerce Marketplaces', 'Google Search', 'Google Search', 'E-commerce Marketplaces', 'Google Search', 'E-commerce Marketplaces', 'Instagram']","['2023-05-21T21:35:42', '2023-05-25T03:35:42', '2023-05-27T10:35:42', '2023-05-29T03:35:42', '2023-05-30T04:35:42', '2023-05-31T12:35:42', '2023-05-31T13:35:42', '2023-05-31T15:35:42', '2023-05-31T22:35:42']",0,0.0,Budget Parents,Tier-3 Cities
